date,meal_type,weather,schedule,day_of_week,actual_demand
2025-10-17,lunch,stormy,exams,friday,326
2025-10-17,snacks,stormy,exams,friday,158
2025-10-17,dinner,stormy,exams,friday,291
2025-10-18,breakfast,rainy,holiday,saturday,29
2025-10-18,lunch,rainy,holiday,saturday,41
2025-10-18,snacks,rainy,holiday,saturday,19
2025-10-18,dinner,rainy,holiday,saturday,86
2025-10-19,breakfast,rainy,holiday,sunday,32
2025-10-19,lunch,rainy,holiday,sunday,55
2025-10-19,snacks,rainy,holiday,sunday,18
2025-10-19,dinner,rainy,holiday,sunday,55
2025-10-20,breakfast,rainy,holiday,monday,52
2025-10-20,lunch,rainy,holiday,monday,74
2025-10-20,snacks,rainy,holiday,monday,29
2025-10-20,dinner,rainy,holiday,monday,78
2025-10-21,breakfast,rainy,holiday,tuesday,41
2025-10-21,lunch,rainy,holiday,tuesday,55
2025-10-21,snacks,rainy,holiday,tuesday,24
2025-10-21,dinner,rainy,holiday,tuesday,81
2025-10-22,breakfast,cloudy,holiday,wednesday,52
2025-10-22,lunch,cloudy,holiday,wednesday,75
2025-10-22,snacks,cloudy,holiday,wednesday,24
2025-10-22,dinner,cloudy,holiday,wednesday,112
2025-10-23,breakfast,cloudy,exams,thursday,223
2025-10-23,lunch,cloudy,exams,thursday,573
2025-10-23,snacks,cloudy,exams,thursday,251
2025-10-23,dinner,cloudy,exams,thursday,472
2025-10-24,breakfast,cloudy,exams,friday,241
2025-10-24,lunch,cloudy,exams,friday,470
2025-10-24,snacks,cloudy,exams,friday,220
2025-10-24,dinner,cloudy,exams,friday,455
2025-10-25,breakfast,cloudy,exams,saturday,231
2025-10-25,lunch,cloudy,exams,saturday,428
2025-10-25,snacks,cloudy,exams,saturday,190
2025-10-25,dinner,cloudy,exams,saturday,455
2025-10-26,breakfast,cloudy,holiday,sunday,45
2025-10-26,lunch,cloudy,holiday,sunday,80
2025-10-26,snacks,cloudy,holiday,sunday,27
2025-10-26,dinner,cloudy,holiday,sunday,59
2025-10-27,breakfast,rainy,holiday,monday,52
2025-10-27,lunch,rainy,holiday,monday,95
2025-10-27,snacks,rainy,holiday,monday,27
2025-10-27,dinner,rainy,holiday,monday,80
2025-10-28,breakfast,cloudy,holiday,tuesday,49
2025-10-28,lunch,cloudy,holiday,tuesday,65
2025-10-28,snacks,cloudy,holiday,tuesday,42
2025-10-28,dinner,cloudy,holiday,tuesday,128
2025-10-29,breakfast,cloudy,holiday,wednesday,63
2025-10-29,lunch,cloudy,holiday,wednesday,71
2025-10-29,snacks,cloudy,holiday,wednesday,29
2025-10-29,dinner,cloudy,holiday,wednesday,97
2025-10-30,breakfast,sunny,holiday,thursday,62
2025-10-30,lunch,sunny,holiday,thursday,109
2025-10-30,snacks,sunny,holiday,thursday,45
2025-10-30,dinner,sunny,holiday,thursday,102
2025-10-31,breakfast,sunny,holiday,friday,51
2025-10-31,lunch,sunny,holiday,friday,89
2025-10-31,snacks,sunny,holiday,friday,47
2025-10-31,dinner,sunny,holiday,friday,150
2025-11-01,breakfast,cloudy,holiday,saturday,35
2025-11-01,lunch,cloudy,holiday,saturday,74
2025-11-01,snacks,cloudy,holiday,saturday,34
2025-11-01,dinner,cloudy,holiday,saturday,106
2025-11-02,breakfast,cloudy,holiday,sunday,47
2025-11-02,lunch,cloudy,holiday,sunday,49
2025-11-02,snacks,cloudy,holiday,sunday,18
2025-11-02,dinner,cloudy,holiday,sunday,126
2025-11-03,breakfast,cloudy,holiday,monday,49
2025-11-03,lunch,cloudy,holiday,monday,86
2025-11-03,snacks,cloudy,holiday,monday,38
2025-11-03,dinner,cloudy,holiday,monday,141
2025-11-04,breakfast,cloudy,holiday,tuesday,48
2025-11-04,lunch,cloudy,holiday,tuesday,79
2025-11-04,snacks,cloudy,holiday,tuesday,37
2025-11-04,dinner,cloudy,holiday,tuesday,127
2025-11-05,breakfast,cloudy,holiday,wednesday,39
2025-11-05,lunch,cloudy,holiday,wednesday,67
2025-11-05,snacks,cloudy,holiday,wednesday,25
2025-11-05,dinner,cloudy,holiday,wednesday,116
2025-11-06,breakfast,cloudy,holiday,thursday,45
2025-11-06,lunch,cloudy,holiday,thursday,98
2025-11-06,snacks,cloudy,holiday,thursday,30
2025-11-06,dinner,cloudy,holiday,thursday,128
2025-11-07,breakfast,cloudy,holiday,friday,33
2025-11-07,lunch,cloudy,holiday,friday,94
2025-11-07,snacks,cloudy,holiday,friday,29
2025-11-07,dinner,cloudy,holiday,friday,107
2025-11-08,breakfast,cloudy,holiday,saturday,47
2025-11-08,lunch,cloudy,holiday,saturday,65
2025-11-08,snacks,cloudy,holiday,saturday,22
2025-11-08,dinner,cloudy,holiday,saturday,65
2025-11-09,breakfast,cloudy,weekend,sunday,185
2025-11-09,lunch,cloudy,weekend,sunday,324
2025-11-09,snacks,cloudy,weekend,sunday,127
2025-11-09,dinner,cloudy,weekend,sunday,438
2025-11-10,breakfast,cloudy,regular,monday,285
2025-11-10,lunch,cloudy,regular,monday,511
2025-11-10,snacks,cloudy,regular,monday,219
2025-11-10,dinner,cloudy,regular,monday,729
2025-11-11,breakfast,cloudy,regular,tuesday,335
2025-11-11,lunch,cloudy,regular,tuesday,539
2025-11-11,snacks,cloudy,regular,tuesday,216
2025-11-11,dinner,cloudy,regular,tuesday,729
2025-11-12,breakfast,rainy,regular,wednesday,211
2025-11-12,lunch,rainy,regular,wednesday,393
2025-11-12,snacks,rainy,regular,wednesday,169
2025-11-12,dinner,rainy,regular,wednesday,521
2025-11-13,breakfast,cloudy,regular,thursday,282
2025-11-13,lunch,cloudy,regular,thursday,464
2025-11-13,snacks,cloudy,regular,thursday,171
2025-11-13,dinner,cloudy,regular,thursday,661
2025-11-14,breakfast,rainy,regular,friday,245
2025-11-14,lunch,rainy,regular,friday,375
2025-11-14,snacks,rainy,regular,friday,153
2025-11-14,dinner,rainy,regular,friday,524
2025-11-15,breakfast,cloudy,regular,saturday,289
2025-11-15,lunch,cloudy,regular,saturday,381
2025-11-15,snacks,cloudy,regular,saturday,175
2025-11-15,dinner,cloudy,regular,saturday,582
2025-11-16,breakfast,cloudy,weekend,sunday,188
2025-11-16,lunch,cloudy,weekend,sunday,321
2025-11-16,snacks,cloudy,weekend,sunday,121
2025-11-16,dinner,cloudy,weekend,sunday,432
2025-11-17,breakfast,cloudy,regular,monday,281
2025-11-17,lunch,cloudy,regular,monday,509
2025-11-17,snacks,cloudy,regular,monday,206
2025-11-17,dinner,cloudy,regular,monday,774
2025-11-18,breakfast,cloudy,regular,tuesday,298
2025-11-18,lunch,cloudy,regular,tuesday,491
2025-11-18,snacks,cloudy,regular,tuesday,200
2025-11-18,dinner,cloudy,regular,tuesday,672
2025-11-19,breakfast,cloudy,regular,wednesday,299
2025-11-19,lunch,cloudy,regular,wednesday,531
2025-11-19,snacks,cloudy,regular,wednesday,187
2025-11-19,dinner,cloudy,regular,wednesday,719
2025-11-20,breakfast,cloudy,regular,thursday,310
2025-11-20,lunch,cloudy,regular,thursday,443
2025-11-20,snacks,cloudy,regular,thursday,234
2025-11-20,dinner,cloudy,regular,thursday,714
2025-11-21,breakfast,rainy,regular,friday,209
2025-11-21,lunch,rainy,regular,friday,408
2025-11-21,snacks,rainy,regular,friday,147
2025-11-21,dinner,rainy,regular,friday,572
2025-11-22,breakfast,stormy,weekend,saturday,135
2025-11-22,lunch,stormy,weekend,saturday,240
2025-11-22,snacks,stormy,weekend,saturday,82
2025-11-22,dinner,stormy,weekend,saturday,239
2025-11-23,breakfast,stormy,weekend,sunday,136
2025-11-23,lunch,stormy,weekend,sunday,218
2025-11-23,snacks,stormy,weekend,sunday,71
2025-11-23,dinner,stormy,weekend,sunday,279
2025-11-24,breakfast,rainy,regular,monday,251
2025-11-24,lunch,rainy,regular,monday,426
2025-11-24,snacks,rainy,regular,monday,156
2025-11-24,dinner,rainy,regular,monday,613
2025-11-25,breakfast,cloudy,regular,tuesday,286
2025-11-25,lunch,cloudy,regular,tuesday,561
2025-11-25,snacks,cloudy,regular,tuesday,210
2025-11-25,dinner,cloudy,regular,tuesday,641
2025-11-26,breakfast,cloudy,regular,wednesday,255
2025-11-26,lunch,cloudy,regular,wednesday,523
2025-11-26,snacks,cloudy,regular,wednesday,200
2025-11-26,dinner,cloudy,regular,wednesday,695
2025-11-27,breakfast,cloudy,regular,thursday,301
2025-11-27,lunch,cloudy,regular,thursday,537
2025-11-27,snacks,cloudy,regular,thursday,213
2025-11-27,dinner,cloudy,regular,thursday,724
2025-11-28,breakfast,cloudy,regular,friday,288
2025-11-28,lunch,cloudy,regular,friday,476
2025-11-28,snacks,cloudy,regular,friday,157
2025-11-28,dinner,cloudy,regular,friday,600
2025-11-29,breakfast,cloudy,regular,saturday,236
2025-11-29,lunch,cloudy,regular,saturday,384
2025-11-29,snacks,cloudy,regular,saturday,143
2025-11-29,dinner,cloudy,regular,saturday,562
2025-11-30,breakfast,rainy,weekend,sunday,143
2025-11-30,lunch,rainy,weekend,sunday,261
2025-11-30,snacks,rainy,weekend,sunday,96
2025-11-30,dinner,rainy,weekend,sunday,340
2025-12-01,breakfast,cloudy,regular,monday,293
2025-12-01,lunch,cloudy,regular,monday,454
2025-12-01,snacks,cloudy,regular,monday,176
2025-12-01,dinner,cloudy,regular,monday,708
2025-12-02,breakfast,cloudy,regular,tuesday,273
2025-12-02,lunch,cloudy,regular,tuesday,459
2025-12-02,snacks,cloudy,regular,tuesday,214
2025-12-02,dinner,cloudy,regular,tuesday,656
2025-12-03,breakfast,rainy,regular,wednesday,254
2025-12-03,lunch,rainy,regular,wednesday,421
2025-12-03,snacks,rainy,regular,wednesday,146
2025-12-03,dinner,rainy,regular,wednesday,578
2025-12-04,breakfast,cloudy,regular,thursday,124
2025-12-04,lunch,cloudy,regular,thursday,240
2025-12-04,snacks,cloudy,regular,thursday,89
2025-12-04,dinner,cloudy,regular,thursday,321
2025-12-05,breakfast,cloudy,regular,friday,124
2025-12-05,lunch,cloudy,regular,friday,232
2025-12-05,snacks,cloudy,regular,friday,70
2025-12-05,dinner,cloudy,regular,friday,276
2025-12-06,breakfast,cloudy,weekend,saturday,77
2025-12-06,lunch,cloudy,weekend,saturday,136
2025-12-06,snacks,cloudy,weekend,saturday,72
2025-12-06,dinner,cloudy,weekend,saturday,211
2025-12-07,breakfast,cloudy,weekend,sunday,172
2025-12-07,lunch,cloudy,weekend,sunday,341
2025-12-07,snacks,cloudy,weekend,sunday,116
2025-12-07,dinner,cloudy,weekend,sunday,448
2025-12-08,breakfast,cloudy,regular,monday,296
2025-12-08,lunch,cloudy,regular,monday,523
2025-12-08,snacks,cloudy,regular,monday,173
2025-12-08,dinner,cloudy,regular,monday,722
2025-12-09,breakfast,cloudy,regular,tuesday,265
2025-12-09,lunch,cloudy,regular,tuesday,496
2025-12-09,snacks,cloudy,regular,tuesday,200
2025-12-09,dinner,cloudy,regular,tuesday,603
2025-12-10,breakfast,cloudy,regular,wednesday,285
2025-12-10,lunch,cloudy,regular,wednesday,519
2025-12-10,snacks,cloudy,regular,wednesday,183
2025-12-10,dinner,cloudy,regular,wednesday,647
2025-12-11,breakfast,cloudy,regular,thursday,350
2025-12-11,lunch,cloudy,regular,thursday,493
2025-12-11,snacks,cloudy,regular,thursday,172
2025-12-11,dinner,cloudy,regular,thursday,777
2025-12-12,breakfast,cloudy,regular,friday,302
2025-12-12,lunch,cloudy,regular,friday,445
2025-12-12,snacks,cloudy,regular,friday,179
2025-12-12,dinner,cloudy,regular,friday,620
2025-12-13,breakfast,cloudy,regular,saturday,209
2025-12-13,lunch,cloudy,regular,saturday,355
2025-12-13,snacks,cloudy,regular,saturday,165
2025-12-13,dinner,cloudy,regular,saturday,477
2025-12-14,breakfast,sunny,weekend,sunday,198
2025-12-14,lunch,sunny,weekend,sunday,326
2025-12-14,snacks,sunny,weekend,sunday,123
2025-12-14,dinner,sunny,weekend,sunday,444
2025-12-15,breakfast,cloudy,regular,monday,275
2025-12-15,lunch,cloudy,regular,monday,481
2025-12-15,snacks,cloudy,regular,monday,165
2025-12-15,dinner,cloudy,regular,monday,643
2025-12-16,breakfast,rainy,regular,tuesday,250
2025-12-16,lunch,rainy,regular,tuesday,356
2025-12-16,snacks,rainy,regular,tuesday,157
2025-12-16,dinner,rainy,regular,tuesday,582
2025-12-17,breakfast,rainy,regular,wednesday,236
2025-12-17,lunch,rainy,regular,wednesday,472
2025-12-17,snacks,rainy,regular,wednesday,154
2025-12-17,dinner,rainy,regular,wednesday,491
2025-12-18,breakfast,cloudy,regular,thursday,328
2025-12-18,lunch,cloudy,regular,thursday,507
2025-12-18,snacks,cloudy,regular,thursday,195
2025-12-18,dinner,cloudy,regular,thursday,587
2025-12-19,breakfast,cloudy,regular,friday,283
2025-12-19,lunch,cloudy,regular,friday,443
2025-12-19,snacks,cloudy,regular,friday,179
2025-12-19,dinner,cloudy,regular,friday,626
2025-12-20,breakfast,cloudy,weekend,saturday,182
2025-12-20,lunch,cloudy,weekend,saturday,308
2025-12-20,snacks,cloudy,weekend,saturday,123
2025-12-20,dinner,cloudy,weekend,saturday,503
2025-12-21,breakfast,cloudy,weekend,sunday,205
2025-12-21,lunch,cloudy,weekend,sunday,298
2025-12-21,snacks,cloudy,weekend,sunday,136
2025-12-21,dinner,cloudy,weekend,sunday,474
2025-12-22,breakfast,cloudy,regular,monday,308
2025-12-22,lunch,cloudy,regular,monday,504
2025-12-22,snacks,cloudy,regular,monday,189
2025-12-22,dinner,cloudy,regular,monday,780
2025-12-23,breakfast,cloudy,regular,tuesday,288
2025-12-23,lunch,cloudy,regular,tuesday,452
2025-12-23,snacks,cloudy,regular,tuesday,176
2025-12-23,dinner,cloudy,regular,tuesday,665
2025-12-24,breakfast,cloudy,regular,wednesday,309
2025-12-24,lunch,cloudy,regular,wednesday,420
2025-12-24,snacks,cloudy,regular,wednesday,187
2025-12-24,dinner,cloudy,regular,wednesday,664
2025-12-25,breakfast,cloudy,regular,thursday,288
2025-12-25,lunch,cloudy,regular,thursday,466
2025-12-25,snacks,cloudy,regular,thursday,208
2025-12-25,dinner,cloudy,regular,thursday,699
2025-12-26,breakfast,cloudy,regular,friday,277
2025-12-26,lunch,cloudy,regular,friday,413
2025-12-26,snacks,cloudy,regular,friday,220
2025-12-26,dinner,cloudy,regular,friday,606
2025-12-27,breakfast,cloudy,regular,saturday,201
2025-12-27,lunch,cloudy,regular,saturday,410
2025-12-27,snacks,cloudy,regular,saturday,164
2025-12-27,dinner,cloudy,regular,saturday,529
2025-12-28,breakfast,cloudy,weekend,sunday,201
2025-12-28,lunch,cloudy,weekend,sunday,316
2025-12-28,snacks,cloudy,weekend,sunday,113
2025-12-28,dinner,cloudy,weekend,sunday,434
2025-12-29,breakfast,cloudy,regular,monday,282
2025-12-29,lunch,cloudy,regular,monday,482
2025-12-29,snacks,cloudy,regular,monday,195
2025-12-29,dinner,cloudy,regular,monday,690
2025-12-30,breakfast,cloudy,regular,tuesday,293
2025-12-30,lunch,cloudy,regular,tuesday,429
2025-12-30,snacks,cloudy,regular,tuesday,171
2025-12-30,dinner,cloudy,regular,tuesday,636
2025-12-31,breakfast,cloudy,regular,wednesday,261
2025-12-31,lunch,cloudy,regular,wednesday,509
2025-12-31,snacks,cloudy,regular,wednesday,213
2025-12-31,dinner,cloudy,regular,wednesday,679
2026-01-01,breakfast,rainy,regular,thursday,243
2026-01-01,lunch,rainy,regular,thursday,376
2026-01-01,snacks,rainy,regular,thursday,179
2026-01-01,dinner,rainy,regular,thursday,617
2026-01-02,breakfast,rainy,regular,friday,244
2026-01-02,lunch,rainy,regular,friday,362
2026-01-02,snacks,rainy,regular,friday,152
2026-01-02,dinner,rainy,regular,friday,579
2026-01-03,breakfast,cloudy,weekend,saturday,164
2026-01-03,lunch,cloudy,weekend,saturday,315
2026-01-03,snacks,cloudy,weekend,saturday,117
2026-01-03,dinner,cloudy,weekend,saturday,418
2026-01-04,breakfast,cloudy,weekend,sunday,209
2026-01-04,lunch,cloudy,weekend,sunday,300
2026-01-04,snacks,cloudy,weekend,sunday,111
2026-01-04,dinner,cloudy,weekend,sunday,393
2026-01-05,breakfast,cloudy,regular,monday,293
2026-01-05,lunch,cloudy,regular,monday,512
2026-01-05,snacks,cloudy,regular,monday,205
2026-01-05,dinner,cloudy,regular,monday,638
2026-01-06,breakfast,cloudy,regular,tuesday,301
2026-01-06,lunch,cloudy,regular,tuesday,446
2026-01-06,snacks,cloudy,regular,tuesday,184
2026-01-06,dinner,cloudy,regular,tuesday,626
2026-01-07,breakfast,cloudy,regular,wednesday,254
2026-01-07,lunch,cloudy,regular,wednesday,440
2026-01-07,snacks,cloudy,regular,wednesday,208
2026-01-07,dinner,cloudy,regular,wednesday,683
2026-01-08,breakfast,cloudy,regular,thursday,304
2026-01-08,lunch,cloudy,regular,thursday,517
2026-01-08,snacks,cloudy,regular,thursday,202
2026-01-08,dinner,cloudy,regular,thursday,668
2026-01-09,breakfast,cloudy,regular,friday,272
2026-01-09,lunch,cloudy,regular,friday,463
2026-01-09,snacks,cloudy,regular,friday,214
2026-01-09,dinner,cloudy,regular,friday,629
2026-01-10,breakfast,cloudy,regular,saturday,240
2026-01-10,lunch,cloudy,regular,saturday,415
2026-01-10,snacks,cloudy,regular,saturday,147
2026-01-10,dinner,cloudy,regular,saturday,580
2026-01-11,breakfast,rainy,weekend,sunday,145
2026-01-11,lunch,rainy,weekend,sunday,258
2026-01-11,snacks,rainy,weekend,sunday,98
2026-01-11,dinner,rainy,weekend,sunday,333
2026-01-12,breakfast,cloudy,exams,monday,258
2026-01-12,lunch,cloudy,exams,monday,564
2026-01-12,snacks,cloudy,exams,monday,223
2026-01-12,dinner,cloudy,exams,monday,539
2026-01-13,breakfast,rainy,holiday,tuesday,55
2026-01-13,lunch,rainy,holiday,tuesday,66
2026-01-13,snacks,rainy,holiday,tuesday,21
2026-01-13,dinner,rainy,holiday,tuesday,72
2026-01-14,breakfast,cloudy,holiday,wednesday,49
2026-01-14,lunch,cloudy,holiday,wednesday,84
2026-01-14,snacks,cloudy,holiday,wednesday,32
2026-01-14,dinner,cloudy,holiday,wednesday,138
2026-01-15,breakfast,sunny,holiday,thursday,43
2026-01-15,lunch,sunny,holiday,thursday,87
2026-01-15,snacks,sunny,holiday,thursday,42
2026-01-15,dinner,sunny,holiday,thursday,118
2026-01-16,breakfast,cloudy,holiday,friday,37
2026-01-16,lunch,cloudy,holiday,friday,79
2026-01-16,snacks,cloudy,holiday,friday,27
2026-01-16,dinner,cloudy,holiday,friday,97
2026-01-17,breakfast,cloudy,holiday,saturday,34
2026-01-17,lunch,cloudy,holiday,saturday,65
2026-01-17,snacks,cloudy,holiday,saturday,33
2026-01-17,dinner,cloudy,holiday,saturday,110
2026-01-18,breakfast,sunny,holiday,sunday,36
2026-01-18,lunch,sunny,holiday,sunday,66
2026-01-18,snacks,sunny,holiday,sunday,29
2026-01-18,dinner,sunny,holiday,sunday,99
2026-01-19,breakfast,sunny,holiday,monday,59
2026-01-19,lunch,sunny,holiday,monday,84
2026-01-19,snacks,sunny,holiday,monday,26
2026-01-19,dinner,sunny,holiday,monday,95
2026-01-20,breakfast,cloudy,regular,tuesday,293
2026-01-20,lunch,cloudy,regular,tuesday,547
2026-01-20,snacks,cloudy,regular,tuesday,197
2026-01-20,dinner,cloudy,regular,tuesday,646
2026-01-21,breakfast,cloudy,regular,wednesday,276
2026-01-21,lunch,cloudy,regular,wednesday,454
2026-01-21,snacks,cloudy,regular,wednesday,188
2026-01-21,dinner,cloudy,regular,wednesday,628
2026-01-22,breakfast,cloudy,regular,thursday,308
2026-01-22,lunch,cloudy,regular,thursday,521
2026-01-22,snacks,cloudy,regular,thursday,207
2026-01-22,dinner,cloudy,regular,thursday,698
2026-01-23,breakfast,sunny,regular,friday,273
2026-01-23,lunch,sunny,regular,friday,498
2026-01-23,snacks,sunny,regular,friday,184
2026-01-23,dinner,sunny,regular,friday,666
2026-01-24,breakfast,cloudy,regular,saturday,240
2026-01-24,lunch,cloudy,regular,saturday,408
2026-01-24,snacks,cloudy,regular,saturday,148
2026-01-24,dinner,cloudy,regular,saturday,534
2026-01-25,breakfast,cloudy,weekend,sunday,98
2026-01-25,lunch,cloudy,weekend,sunday,143
2026-01-25,snacks,cloudy,weekend,sunday,49
2026-01-25,dinner,cloudy,weekend,sunday,228
2026-01-26,breakfast,cloudy,regular,monday,293
2026-01-26,lunch,cloudy,regular,monday,448
2026-01-26,snacks,cloudy,regular,monday,188
2026-01-26,dinner,cloudy,regular,monday,763
2026-01-27,breakfast,cloudy,regular,tuesday,271
2026-01-27,lunch,cloudy,regular,tuesday,431
2026-01-27,snacks,cloudy,regular,tuesday,179
2026-01-27,dinner,cloudy,regular,tuesday,615
2026-01-28,breakfast,cloudy,regular,wednesday,294
2026-01-28,lunch,cloudy,regular,wednesday,435
2026-01-28,snacks,cloudy,regular,wednesday,186
2026-01-28,dinner,cloudy,regular,wednesday,684
2026-01-29,breakfast,cloudy,regular,thursday,284
2026-01-29,lunch,cloudy,regular,thursday,541
2026-01-29,snacks,cloudy,regular,thursday,210
2026-01-29,dinner,cloudy,regular,thursday,646
2026-01-30,breakfast,sunny,regular,friday,260
2026-01-30,lunch,sunny,regular,friday,527
2026-01-30,snacks,sunny,regular,friday,192
2026-01-30,dinner,sunny,regular,friday,654
2026-01-31,breakfast,cloudy,weekend,saturday,184
2026-01-31,lunch,cloudy,weekend,saturday,303
2026-01-31,snacks,cloudy,weekend,saturday,130
2026-01-31,dinner,cloudy,weekend,saturday,477
2026-02-01,breakfast,cloudy,weekend,sunday,191
2026-02-01,lunch,cloudy,weekend,sunday,330
2026-02-01,snacks,cloudy,weekend,sunday,108
2026-02-01,dinner,cloudy,weekend,sunday,385
2026-02-02,breakfast,cloudy,regular,monday,275
2026-02-02,lunch,cloudy,regular,monday,549
2026-02-02,snacks,cloudy,regular,monday,181
2026-02-02,dinner,cloudy,regular,monday,666
2026-02-03,breakfast,cloudy,regular,tuesday,280
2026-02-03,lunch,cloudy,regular,tuesday,448
2026-02-03,snacks,cloudy,regular,tuesday,197
2026-02-03,dinner,cloudy,regular,tuesday,743
2026-02-04,breakfast,sunny,regular,wednesday,289
2026-02-04,lunch,sunny,regular,wednesday,551
2026-02-04,snacks,sunny,regular,wednesday,224
2026-02-04,dinner,sunny,regular,wednesday,696
2026-02-05,breakfast,cloudy,regular,thursday,165
2026-02-05,lunch,cloudy,regular,thursday,196
2026-02-05,snacks,cloudy,regular,thursday,94
2026-02-05,dinner,cloudy,regular,thursday,349
2026-02-06,breakfast,cloudy,regular,friday,138
2026-02-06,lunch,cloudy,regular,friday,206
2026-02-06,snacks,cloudy,regular,friday,92
2026-02-06,dinner,cloudy,regular,friday,369
2026-02-07,breakfast,cloudy,regular,saturday,121
2026-02-07,lunch,cloudy,regular,saturday,177
2026-02-07,snacks,cloudy,regular,saturday,75
2026-02-07,dinner,cloudy,regular,saturday,262
2026-02-08,breakfast,cloudy,weekend,sunday,164
2026-02-08,lunch,cloudy,weekend,sunday,332
2026-02-08,snacks,cloudy,weekend,sunday,145
2026-02-08,dinner,cloudy,weekend,sunday,400
2026-02-09,breakfast,cloudy,regular,monday,292
2026-02-09,lunch,cloudy,regular,monday,471
2026-02-09,snacks,cloudy,regular,monday,211
2026-02-09,dinner,cloudy,regular,monday,798
2026-02-10,breakfast,cloudy,regular,tuesday,289
2026-02-10,lunch,cloudy,regular,tuesday,507
2026-02-10,snacks,cloudy,regular,tuesday,188
2026-02-10,dinner,cloudy,regular,tuesday,720
2026-02-11,breakfast,cloudy,regular,wednesday,273
2026-02-11,lunch,cloudy,regular,wednesday,468
2026-02-11,snacks,cloudy,regular,wednesday,168
2026-02-11,dinner,cloudy,regular,wednesday,598
2026-02-12,breakfast,cloudy,regular,thursday,274
2026-02-12,lunch,cloudy,regular,thursday,517
2026-02-12,snacks,cloudy,regular,thursday,166
2026-02-12,dinner,cloudy,regular,thursday,726
2026-02-13,breakfast,cloudy,regular,friday,289
2026-02-13,lunch,cloudy,regular,friday,489
2026-02-13,snacks,cloudy,regular,friday,185
2026-02-13,dinner,cloudy,regular,friday,621
2026-02-14,breakfast,cloudy,weekend,saturday,167
2026-02-14,lunch,cloudy,weekend,saturday,283
2026-02-14,snacks,cloudy,weekend,saturday,131
2026-02-14,dinner,cloudy,weekend,saturday,463
2026-02-15,breakfast,cloudy,weekend,sunday,172
2026-02-15,lunch,cloudy,weekend,sunday,334
2026-02-15,snacks,cloudy,weekend,sunday,127
2026-02-15,dinner,cloudy,weekend,sunday,420
2026-02-16,breakfast,cloudy,regular,monday,293
2026-02-16,lunch,cloudy,regular,monday,475
2026-02-16,snacks,cloudy,regular,monday,179
2026-02-16,dinner,cloudy,regular,monday,702
2026-02-17,breakfast,cloudy,regular,tuesday,287
2026-02-17,lunch,cloudy,regular,tuesday,497
2026-02-17,snacks,cloudy,regular,tuesday,200
2026-02-17,dinner,cloudy,regular,tuesday,737
2026-02-18,breakfast,cloudy,regular,wednesday,285
2026-02-18,lunch,cloudy,regular,wednesday,469
2026-02-18,snacks,cloudy,regular,wednesday,170
2026-02-18,dinner,cloudy,regular,wednesday,637
2026-02-19,breakfast,cloudy,regular,thursday,291
2026-02-19,lunch,cloudy,regular,thursday,447
2026-02-19,snacks,cloudy,regular,thursday,194
2026-02-19,dinner,cloudy,regular,thursday,722
2026-02-20,breakfast,cloudy,regular,friday,285
2026-02-20,lunch,cloudy,regular,friday,437
2026-02-20,snacks,cloudy,regular,friday,208
2026-02-20,dinner,cloudy,regular,friday,708
